0,fanin,fanout,degree
C02199,1.0,1.0,2.0
C02218,1.0,1.0,2.0
C02220,1.0,1.0,2.0
C02225,1.0,1.0,2.0
C02232,1.0,1.0,2.0
C02237,1.0,1.0,2.0
C02249,3.0,1.0,4.0
C02262,1.0,1.0,2.0
C02265,3.0,1.0,4.0
C02266,1.0,1.0,2.0
C02273,2.0,1.0,3.0
C02280,2.0,1.0,3.0
C02282,1.0,1.0,2.0
C02291,1.0,1.0,2.0
C02295,1.0,1.0,2.0
C02298,1.0,1.0,2.0
C02301,1.0,1.0,2.0
C02305,1.0,1.0,2.0
C02320,2.0,1.0,3.0
C02321,1.0,1.0,2.0
C02331,1.0,1.0,2.0
C02335,2.0,1.0,3.0
C02336,1.0,1.0,2.0
C02348,1.0,1.0,2.0
C02350,1.0,1.0,2.0
C02352,1.0,1.0,2.0
C02353,1.0,1.0,2.0
C02354,1.0,1.0,2.0
C02355,1.0,1.0,2.0
C02356,1.0,1.0,2.0
C02373,1.0,1.0,2.0
C02376,1.0,1.0,2.0
C02380,2.0,1.0,3.0
C02389,1.0,1.0,2.0
C02405,1.0,1.0,2.0
C02411,1.0,1.0,2.0
C02412,1.0,1.0,2.0
C02426,1.0,1.0,2.0
C02430,1.0,1.0,2.0
C02431,1.0,1.0,2.0
C02442,1.0,1.0,2.0
C02457,1.0,1.0,2.0
C02463,1.0,1.0,2.0
C02465,7.0,1.0,8.0
C02469,1.0,1.0,2.0
C02470,1.0,1.0,2.0
C02474,1.0,1.0,2.0
C02477,3.0,1.0,4.0
C02483,1.0,1.0,2.0
C02488,1.0,1.0,2.0
C02492,1.0,1.0,2.0
C02504,1.0,1.0,2.0
C02505,1.0,1.0,2.0
C02514,1.0,1.0,2.0
C02515,2.0,1.0,3.0
C02527,1.0,1.0,2.0
C02528,2.0,1.0,3.0
C02530,7.0,1.0,8.0
C02535,1.0,1.0,2.0
C02537,1.0,1.0,2.0
C02538,2.0,1.0,3.0
C02553,1.0,1.0,2.0
C02554,1.0,1.0,2.0
C02565,1.0,1.0,2.0
C02571,1.0,1.0,2.0
C02575,1.0,1.0,2.0
C02587,1.0,1.0,2.0
C02588,1.0,1.0,2.0
C02591,1.0,1.0,2.0
C02593,2.0,1.0,3.0
C02617,1.0,1.0,2.0
C02630,1.0,1.0,2.0
C02632,1.0,1.0,2.0
C02642,3.0,1.0,4.0
C02647,1.0,1.0,2.0
C02656,1.0,1.0,2.0
C02669,1.0,1.0,2.0
C02670,1.0,1.0,2.0
C02679,1.0,1.0,2.0
C02686,1.0,1.0,2.0
C02693,1.0,1.0,2.0
C02700,1.0,1.0,2.0
C02702,1.0,1.0,2.0
C02713,1.0,1.0,2.0
C02714,1.0,1.0,2.0
C02718,1.0,1.0,2.0
C02727,1.0,1.0,2.0
C02730,1.0,1.0,2.0
C02737,4.0,1.0,5.0
C02739,1.0,1.0,2.0
C02741,1.0,1.0,2.0
C02753,1.0,1.0,2.0
C02763,1.0,1.0,2.0
C02773,1.0,1.0,2.0
C02775,1.0,1.0,2.0
C02798,1.0,1.0,2.0
C02800,1.0,1.0,2.0
C02814,1.0,1.0,2.0
C02823,1.0,1.0,2.0
C02835,1.0,1.0,2.0
C02839,1.0,1.0,2.0
C02843,4.0,1.0,5.0
C02855,1.0,1.0,2.0
C02876,1.0,1.0,2.0
C02880,1.0,1.0,2.0
C02888,1.0,1.0,2.0
C02892,1.0,1.0,2.0
C02918,2.0,1.0,3.0
C02930,1.0,1.0,2.0
C02934,1.0,1.0,2.0
C02937,1.0,1.0,2.0
C02938,1.0,1.0,2.0
C02946,1.0,1.0,2.0
C02949,1.0,1.0,2.0
C02953,1.0,1.0,2.0
C02960,1.0,1.0,2.0
C02962,1.0,1.0,2.0
C02972,1.0,1.0,2.0
C02977,2.0,1.0,3.0
C02984,1.0,1.0,2.0
C02985,2.0,1.0,3.0
C02987,2.0,1.0,3.0
C02988,1.0,1.0,2.0
C02989,1.0,1.0,2.0
C02990,1.0,1.0,2.0
C02991,1.0,1.0,2.0
C02992,1.0,1.0,2.0
C02995,1.0,1.0,2.0
C03012,2.0,1.0,3.0
C03021,1.0,1.0,2.0
C03028,1.0,1.0,2.0
C03029,1.0,1.0,2.0
C03033,3.0,1.0,4.0
C03035,1.0,1.0,2.0
C03043,1.0,1.0,2.0
C03044,1.0,1.0,2.0
C03046,1.0,1.0,2.0
C03056,1.0,1.0,2.0
C03058,1.0,1.0,2.0
C03063,1.0,1.0,2.0
C03064,1.0,1.0,2.0
C03077,1.0,1.0,2.0
C03078,1.0,1.0,2.0
C03082,1.0,1.0,2.0
C03087,1.0,1.0,2.0
C03089,1.0,1.0,2.0
C03090,1.0,1.0,2.0
C03114,2.0,1.0,3.0
C03117,2.0,1.0,3.0
C03125,1.0,1.0,2.0
C03127,1.0,1.0,2.0
C03145,1.0,1.0,2.0
C03149,1.0,1.0,2.0
C03150,1.0,1.0,2.0
C03160,1.0,1.0,2.0
C03166,1.0,1.0,2.0
C03167,1.0,1.0,2.0
C03170,1.0,1.0,2.0
C03179,1.0,1.0,2.0
C03194,1.0,1.0,2.0
C03196,1.0,1.0,2.0
C03201,1.0,1.0,2.0
C03205,2.0,1.0,3.0
C03217,1.0,1.0,2.0
C03221,2.0,1.0,3.0
C03227,1.0,1.0,2.0
C03230,1.0,1.0,2.0
C03232,1.0,1.0,2.0
C03239,2.0,1.0,3.0
C03242,2.0,1.0,3.0
C03248,1.0,1.0,2.0
C03259,1.0,1.0,2.0
C03262,1.0,1.0,2.0
C03263,1.0,1.0,2.0
C03267,1.0,1.0,2.0
C03273,1.0,1.0,2.0
C03277,1.0,1.0,2.0
C03287,1.0,1.0,2.0
C03289,1.0,1.0,2.0
C03291,2.0,1.0,3.0
C03294,1.0,1.0,2.0
C03296,1.0,1.0,2.0
C03313,1.0,1.0,2.0
C03323,1.0,1.0,2.0
C03341,1.0,1.0,2.0
C03366,1.0,1.0,2.0
C03372,2.0,1.0,3.0
C03373,3.0,1.0,4.0
C03375,1.0,1.0,2.0
C03378,1.0,1.0,2.0
C03379,1.0,1.0,2.0
C03383,1.0,1.0,2.0
C03393,1.0,1.0,2.0
C03402,1.0,1.0,2.0
C03405,1.0,1.0,2.0
C03406,1.0,1.0,2.0
C03409,1.0,1.0,2.0
C03410,1.0,1.0,2.0
C03415,1.0,1.0,2.0
C03428,1.0,1.0,2.0
C03434,1.0,1.0,2.0
C03440,1.0,1.0,2.0
C03451,1.0,1.0,2.0
C03453,1.0,1.0,2.0
C03454,1.0,1.0,2.0
C03455,1.0,1.0,2.0
C03458,1.0,1.0,2.0
C03459,1.0,1.0,2.0
C03461,1.0,1.0,2.0
C03479,1.0,1.0,2.0
C03483,1.0,1.0,2.0
C03492,2.0,1.0,3.0
C03511,1.0,1.0,2.0
C03512,1.0,1.0,2.0
C03516,1.0,1.0,2.0
C03519,1.0,1.0,2.0
C03539,1.0,1.0,2.0
C03541,1.0,1.0,2.0
C03546,2.0,1.0,3.0
C03547,1.0,1.0,2.0
C03548,1.0,1.0,2.0
C03557,2.0,1.0,3.0
C03561,3.0,1.0,4.0
C03564,2.0,1.0,3.0
C03574,1.0,1.0,2.0
C03577,1.0,1.0,2.0
C03582,1.0,1.0,2.0
C03589,1.0,1.0,2.0
C03594,1.0,1.0,2.0
C03595,1.0,1.0,2.0
C03598,1.0,1.0,2.0
C03599,1.0,1.0,2.0
C03611,1.0,1.0,2.0
C03614,1.0,1.0,2.0
C03618,1.0,1.0,2.0
C03619,1.0,1.0,2.0
C03621,1.0,1.0,2.0
C03622,2.0,1.0,3.0
C03640,1.0,1.0,2.0
C03642,1.0,1.0,2.0
C03646,1.0,1.0,2.0
C03652,1.0,1.0,2.0
C03656,1.0,1.0,2.0
C03657,1.0,1.0,2.0
C03659,1.0,1.0,2.0
C03660,1.0,1.0,2.0
C03680,1.0,1.0,2.0
C03681,1.0,1.0,2.0
C03684,1.0,1.0,2.0
C03688,1.0,1.0,2.0
C03690,1.0,1.0,2.0
C03691,1.0,1.0,2.0
C03692,1.0,1.0,2.0
C03715,1.0,1.0,2.0
C03722,3.0,1.0,4.0
C03733,2.0,1.0,3.0
C03740,1.0,1.0,2.0
C03741,1.0,1.0,2.0
C03747,1.0,1.0,2.0
C03752,1.0,1.0,2.0
C03758,13.0,1.0,14.0
C03765,1.0,1.0,2.0
C03771,2.0,1.0,3.0
C03772,1.0,1.0,2.0
C03780,1.0,1.0,2.0
C03785,1.0,1.0,2.0
C03793,1.0,1.0,2.0
C03794,1.0,1.0,2.0
C03819,1.0,1.0,2.0
C03820,1.0,1.0,2.0
C03824,1.0,1.0,2.0
C03826,2.0,1.0,3.0
C03827,1.0,1.0,2.0
C03838,1.0,1.0,2.0
C03845,1.0,1.0,2.0
C03852,1.0,1.0,2.0
C03862,1.0,1.0,2.0
C03872,1.0,1.0,2.0
C03892,1.0,1.0,2.0
C03906,1.0,1.0,2.0
C03912,1.0,1.0,2.0
C03917,3.0,1.0,4.0
C03920,1.0,1.0,2.0
C03921,1.0,1.0,2.0
C03933,1.0,1.0,2.0
C03935,1.0,1.0,2.0
C03939,1.0,1.0,2.0
C03943,1.0,1.0,2.0
C03964,2.0,1.0,3.0
C03968,1.0,1.0,2.0
C03974,1.0,1.0,2.0
C03979,1.0,1.0,2.0
C03981,1.0,1.0,2.0
C03990,1.0,1.0,2.0
C03993,1.0,1.0,2.0
C03997,1.0,1.0,2.0
C04001,1.0,1.0,2.0
C04006,2.0,1.0,3.0
C04020,1.0,1.0,2.0
C04022,1.0,1.0,2.0
C04037,2.0,1.0,3.0
C04042,1.0,1.0,2.0
C04043,2.0,1.0,3.0
C04044,1.0,1.0,2.0
C04045,1.0,1.0,2.0
C04046,1.0,1.0,2.0
C04051,1.0,1.0,2.0
C04052,1.0,1.0,2.0
C04053,1.0,1.0,2.0
C04056,1.0,1.0,2.0
C04062,2.0,1.0,3.0
C04063,2.0,1.0,3.0
C04076,1.0,1.0,2.0
C04079,1.0,1.0,2.0
C04088,2.0,1.0,3.0
C04089,1.0,1.0,2.0
C04092,1.0,1.0,2.0
C04106,1.0,1.0,2.0
C04114,1.0,1.0,2.0
C04122,1.0,1.0,2.0
C04133,1.0,1.0,2.0
C04137,2.0,1.0,3.0
C04145,2.0,1.0,3.0
C04146,1.0,1.0,2.0
C04148,1.0,1.0,2.0
C04180,1.0,1.0,2.0
C04185,1.0,1.0,2.0
C04186,1.0,1.0,2.0
C04188,1.0,1.0,2.0
C04216,1.0,1.0,2.0
C04225,1.0,1.0,2.0
C04226,1.0,1.0,2.0
C04227,1.0,1.0,2.0
C04230,2.0,1.0,3.0
C04233,1.0,1.0,2.0
C04242,1.0,1.0,2.0
C04244,1.0,1.0,2.0
C04246,1.0,1.0,2.0
C04257,1.0,1.0,2.0
C04260,1.0,1.0,2.0
C04272,1.0,1.0,2.0
C04281,1.0,1.0,2.0
C04282,1.0,1.0,2.0
C04287,1.0,1.0,2.0
C04294,1.0,1.0,2.0
C04295,2.0,1.0,3.0
C04297,1.0,1.0,2.0
C04308,1.0,1.0,2.0
C04315,1.0,1.0,2.0
C04317,1.0,1.0,2.0
C04327,1.0,1.0,2.0
C04332,1.0,1.0,2.0
C04348,1.0,1.0,2.0
C04349,1.0,1.0,2.0
C04352,1.0,1.0,2.0
C04361,1.0,1.0,2.0
C04368,1.0,1.0,2.0
C04373,1.0,1.0,2.0
C04376,1.0,1.0,2.0
C04392,1.0,1.0,2.0
C04409,1.0,1.0,2.0
C04437,1.0,1.0,2.0
C04438,1.0,1.0,2.0
C04442,1.0,1.0,2.0
C04454,1.0,1.0,2.0
C04457,1.0,1.0,2.0
C04475,1.0,1.0,2.0
C04477,2.0,1.0,3.0
C04479,1.0,1.0,2.0
C04483,1.0,1.0,2.0
C04487,1.0,1.0,2.0
C04494,1.0,1.0,2.0
C04501,1.0,1.0,2.0
C04506,1.0,1.0,2.0
C04517,1.0,1.0,2.0
C04518,1.0,1.0,2.0
C04520,1.0,1.0,2.0
C04525,1.0,1.0,2.0
C04534,1.0,1.0,2.0
C04536,1.0,1.0,2.0
C04546,1.0,1.0,2.0
C04549,14.0,1.0,15.0
C04554,1.0,1.0,2.0
C04555,2.0,1.0,3.0
C04556,1.0,1.0,2.0
C04563,1.0,1.0,2.0
C04573,1.0,1.0,2.0
C04574,1.0,1.0,2.0
C04575,2.0,1.0,3.0
C04577,1.0,1.0,2.0
C04579,1.0,1.0,2.0
C04582,1.0,1.0,2.0
C04590,1.0,1.0,2.0
C04593,1.0,1.0,2.0
C04598,3.0,1.0,4.0
C04599,2.0,1.0,3.0
C04604,1.0,1.0,2.0
C04613,1.0,1.0,2.0
C04618,1.0,1.0,2.0
C04619,1.0,1.0,2.0
C04620,1.0,1.0,2.0
C04623,2.0,1.0,3.0
C04630,1.0,1.0,2.0
C04631,1.0,1.0,2.0
C04633,1.0,1.0,2.0
C04635,1.0,1.0,2.0
C04637,13.0,1.0,14.0
C04638,1.0,1.0,2.0
C04640,1.0,1.0,2.0
C04642,1.0,1.0,2.0
C04646,1.0,1.0,2.0
C04650,1.0,1.0,2.0
C04666,1.0,1.0,2.0
C04671,1.0,1.0,2.0
C04672,1.0,1.0,2.0
C04676,1.0,1.0,2.0
C04677,3.0,1.0,4.0
C04688,1.0,1.0,2.0
C04690,1.0,1.0,2.0
C04707,1.0,1.0,2.0
C04717,1.0,1.0,2.0
C04722,1.0,1.0,2.0
C04732,1.0,1.0,2.0
C04734,1.0,1.0,2.0
C04737,1.0,1.0,2.0
C04742,2.0,1.0,3.0
C04748,1.0,1.0,2.0
C04751,1.0,1.0,2.0
C04752,1.0,1.0,2.0
C04756,1.0,1.0,2.0
C04758,1.0,1.0,2.0
C04773,1.0,1.0,2.0
C04778,1.0,1.0,2.0
C04780,1.0,1.0,2.0
C04785,1.0,1.0,2.0
C04796,1.0,1.0,2.0
C04797,1.0,1.0,2.0
C04805,2.0,1.0,3.0
C04807,1.0,1.0,2.0
C04822,2.0,1.0,3.0
C04823,1.0,1.0,2.0
C04835,1.0,1.0,2.0
C04853,1.0,1.0,2.0
C04872,1.0,1.0,2.0
C04874,1.0,1.0,2.0
C04895,1.0,1.0,2.0
C04896,1.0,1.0,2.0
C04911,1.0,1.0,2.0
C04916,1.0,1.0,2.0
C05005,1.0,1.0,2.0
C05011,1.0,1.0,2.0
C05102,1.0,1.0,2.0
C05103,1.0,1.0,2.0
C05107,1.0,1.0,2.0
C05108,1.0,1.0,2.0
C05109,1.0,1.0,2.0
C05113,1.0,1.0,2.0
C05122,4.0,1.0,5.0
C05123,1.0,1.0,2.0
C05125,3.0,1.0,4.0
C05127,1.0,1.0,2.0
C05130,1.0,1.0,2.0
C05131,1.0,1.0,2.0
C05133,1.0,1.0,2.0
C05135,1.0,1.0,2.0
C05138,4.0,1.0,5.0
C05139,1.0,1.0,2.0
C05140,1.0,1.0,2.0
C05141,1.0,1.0,2.0
C05144,1.0,1.0,2.0
C05147,1.0,1.0,2.0
C05151,1.0,1.0,2.0
C05161,2.0,1.0,3.0
C05172,1.0,1.0,2.0
C05212,1.0,1.0,2.0
C05223,1.0,1.0,2.0
C05231,1.0,1.0,2.0
C05235,1.0,1.0,2.0
C05239,1.0,1.0,2.0
C05258,2.0,1.0,3.0
C05259,2.0,1.0,3.0
C05260,2.0,1.0,3.0
C05261,2.0,1.0,3.0
C05262,2.0,1.0,3.0
C05263,2.0,1.0,3.0
C05264,2.0,1.0,3.0
C05265,2.0,1.0,3.0
C05266,2.0,1.0,3.0
C05267,2.0,1.0,3.0
C05268,2.0,1.0,3.0
C05269,2.0,1.0,3.0
C05270,2.0,1.0,3.0
C05271,2.0,1.0,3.0
C05272,2.0,1.0,3.0
C05273,2.0,1.0,3.0
C05274,2.0,1.0,3.0
C05275,2.0,1.0,3.0
C05276,2.0,1.0,3.0
C05279,1.0,1.0,2.0
C05280,1.0,1.0,2.0
C05281,1.0,1.0,2.0
C05284,1.0,1.0,2.0
C05285,1.0,1.0,2.0
C05290,1.0,1.0,2.0
C05291,1.0,1.0,2.0
C05293,1.0,1.0,2.0
C05294,1.0,1.0,2.0
C05295,1.0,1.0,2.0
C05296,1.0,1.0,2.0
C05297,1.0,1.0,2.0
C05298,1.0,1.0,2.0
C05299,1.0,1.0,2.0
C05300,1.0,1.0,2.0
C05301,3.0,1.0,4.0
C05302,1.0,1.0,2.0
C05306,1.0,1.0,2.0
C05307,1.0,1.0,2.0
C05309,1.0,1.0,2.0
C05324,1.0,1.0,2.0
C05332,1.0,1.0,2.0
C05335,1.0,1.0,2.0
C05336,1.0,1.0,2.0
C05337,1.0,1.0,2.0
C05338,1.0,1.0,2.0
C05340,1.0,1.0,2.0
C05341,1.0,1.0,2.0
C05345,4.0,1.0,5.0
C05349,1.0,1.0,2.0
C05350,1.0,1.0,2.0
C05356,3.0,1.0,4.0
C05361,2.0,1.0,3.0
C05371,1.0,1.0,2.0
C05377,1.0,1.0,2.0
C05378,3.0,1.0,4.0
C05379,1.0,1.0,2.0
C05380,1.0,1.0,2.0
C05381,1.0,1.0,2.0
C05382,1.0,1.0,2.0
C05385,3.0,1.0,4.0
C05392,1.0,1.0,2.0
C05396,1.0,1.0,2.0
C05399,1.0,1.0,2.0
C05400,1.0,1.0,2.0
C05401,2.0,1.0,3.0
C05402,2.0,1.0,3.0
C05404,1.0,1.0,2.0
C05411,2.0,1.0,3.0
C05412,2.0,1.0,3.0
C05422,2.0,1.0,3.0
C05427,2.0,1.0,3.0
C05437,1.0,1.0,2.0
C05439,1.0,1.0,2.0
C05440,1.0,1.0,2.0
C05441,1.0,1.0,2.0
C05442,1.0,1.0,2.0
C05443,3.0,1.0,4.0
C05444,1.0,1.0,2.0
C05445,1.0,1.0,2.0
C05446,1.0,1.0,2.0
C05447,1.0,1.0,2.0
C05448,1.0,1.0,2.0
C05449,1.0,1.0,2.0
C05451,1.0,1.0,2.0
C05452,1.0,1.0,2.0
C05453,1.0,1.0,2.0
C05454,1.0,1.0,2.0
C05455,1.0,1.0,2.0
C05460,1.0,1.0,2.0
C05465,3.0,1.0,4.0
C05466,3.0,1.0,4.0
C05467,1.0,1.0,2.0
C05468,1.0,1.0,2.0
C05469,1.0,1.0,2.0
C05470,1.0,1.0,2.0
C05471,1.0,1.0,2.0
C05472,1.0,1.0,2.0
C05473,1.0,1.0,2.0
C05474,1.0,1.0,2.0
C05475,1.0,1.0,2.0
C05476,1.0,1.0,2.0
C05477,1.0,1.0,2.0
C05478,1.0,1.0,2.0
C05479,1.0,1.0,2.0
C05480,1.0,1.0,2.0
C05481,1.0,1.0,2.0
C05482,1.0,1.0,2.0
C05483,1.0,1.0,2.0
C05484,1.0,1.0,2.0
C05485,1.0,1.0,2.0
C05487,1.0,1.0,2.0
C05488,3.0,1.0,4.0
C05489,1.0,1.0,2.0
C05490,1.0,1.0,2.0
C05497,1.0,1.0,2.0
C05498,1.0,1.0,2.0
C05499,1.0,1.0,2.0
C05500,1.0,1.0,2.0
C05501,1.0,1.0,2.0
C05502,1.0,1.0,2.0
C05503,2.0,1.0,3.0
C05504,1.0,1.0,2.0
C05512,2.0,1.0,3.0
C05513,1.0,1.0,2.0
C05515,1.0,1.0,2.0
C05516,1.0,1.0,2.0
C05524,1.0,1.0,2.0
C05526,1.0,1.0,2.0
C05527,1.0,1.0,2.0
C05528,1.0,1.0,2.0
C05544,1.0,1.0,2.0
C05545,1.0,1.0,2.0
C05546,1.0,1.0,2.0
C05548,1.0,1.0,2.0
C05551,1.0,1.0,2.0
C05552,2.0,1.0,3.0
C05565,1.0,1.0,2.0
C05568,1.0,1.0,2.0
C05570,1.0,1.0,2.0
C05571,1.0,1.0,2.0
C05572,1.0,1.0,2.0
C05575,1.0,1.0,2.0
C05576,1.0,1.0,2.0
C05577,1.0,1.0,2.0
C05578,1.0,1.0,2.0
C05579,1.0,1.0,2.0
C05580,1.0,1.0,2.0
C05581,1.0,1.0,2.0
C05582,2.0,1.0,3.0
C05583,1.0,1.0,2.0
C05584,1.0,1.0,2.0
C05585,1.0,1.0,2.0
C05587,2.0,1.0,3.0
C05588,1.0,1.0,2.0
C05589,1.0,1.0,2.0
C05593,2.0,1.0,3.0
C05594,1.0,1.0,2.0
C05595,1.0,1.0,2.0
C05596,1.0,1.0,2.0
C05598,1.0,1.0,2.0
C05600,1.0,1.0,2.0
C05604,1.0,1.0,2.0
C05606,1.0,1.0,2.0
C05607,1.0,1.0,2.0
C05620,1.0,1.0,2.0
C05629,1.0,1.0,2.0
C05634,1.0,1.0,2.0
C05635,2.0,1.0,3.0
C05636,1.0,1.0,2.0
C05637,1.0,1.0,2.0
C05638,1.0,1.0,2.0
C05639,1.0,1.0,2.0
C05640,1.0,1.0,2.0
C05641,1.0,1.0,2.0
C05642,1.0,1.0,2.0
C05643,1.0,1.0,2.0
C05644,1.0,1.0,2.0
C05645,1.0,1.0,2.0
C05646,1.0,1.0,2.0
C05647,1.0,1.0,2.0
C05648,1.0,1.0,2.0
C05651,1.0,1.0,2.0
C05652,1.0,1.0,2.0
C05653,1.0,1.0,2.0
C05654,1.0,1.0,2.0
C05655,1.0,1.0,2.0
C05656,1.0,1.0,2.0
C05658,1.0,1.0,2.0
C05659,1.0,1.0,2.0
C05660,1.0,1.0,2.0
C05663,1.0,1.0,2.0
C05665,2.0,1.0,3.0
C05668,2.0,1.0,3.0
C05669,1.0,1.0,2.0
C05670,1.0,1.0,2.0
C05672,1.0,1.0,2.0
C05673,1.0,1.0,2.0
C05674,1.0,1.0,2.0
C05675,1.0,1.0,2.0
C05676,1.0,1.0,2.0
C05677,1.0,1.0,2.0
C05678,1.0,1.0,2.0
C05679,1.0,1.0,2.0
C05680,1.0,1.0,2.0
C05681,2.0,1.0,3.0
C05682,1.0,1.0,2.0
C05683,1.0,1.0,2.0
C05684,1.0,1.0,2.0
C05686,1.0,1.0,2.0
C05688,1.0,1.0,2.0
C05689,1.0,1.0,2.0
C05690,1.0,1.0,2.0
C05695,1.0,1.0,2.0
C05697,1.0,1.0,2.0
C05698,1.0,1.0,2.0
C05699,1.0,1.0,2.0
C05703,1.0,1.0,2.0
C05726,1.0,1.0,2.0
C05727,1.0,1.0,2.0
C05729,1.0,1.0,2.0
C05730,1.0,1.0,2.0
C05731,1.0,1.0,2.0
C05744,1.0,1.0,2.0
C05745,1.0,1.0,2.0
C05746,1.0,1.0,2.0
C05747,1.0,1.0,2.0
C05748,1.0,1.0,2.0
C05749,1.0,1.0,2.0
C05750,1.0,1.0,2.0
C05751,1.0,1.0,2.0
C05752,2.0,1.0,3.0
C05753,1.0,1.0,2.0
C05754,1.0,1.0,2.0
C05755,1.0,1.0,2.0
C05756,1.0,1.0,2.0
C05757,1.0,1.0,2.0
C05758,1.0,1.0,2.0
C05759,1.0,1.0,2.0
C05760,1.0,1.0,2.0
C05761,1.0,1.0,2.0
C05762,1.0,1.0,2.0
C05763,1.0,1.0,2.0
C05764,2.0,1.0,3.0
C05766,1.0,1.0,2.0
C05767,1.0,1.0,2.0
C05768,1.0,1.0,2.0
C05769,1.0,1.0,2.0
C05770,1.0,1.0,2.0
C05772,1.0,1.0,2.0
C05773,1.0,1.0,2.0
C05774,1.0,1.0,2.0
C05775,1.0,1.0,2.0
C05776,2.0,1.0,3.0
C05777,1.0,1.0,2.0
C05778,1.0,1.0,2.0
C05779,1.0,1.0,2.0
C05780,1.0,1.0,2.0
C05781,1.0,1.0,2.0
C05782,1.0,1.0,2.0
C05783,1.0,1.0,2.0
C05784,1.0,1.0,2.0
C05785,1.0,1.0,2.0
C05786,1.0,1.0,2.0
C05787,1.0,1.0,2.0
C05789,1.0,1.0,2.0
C05790,1.0,1.0,2.0
C05791,1.0,1.0,2.0
C05793,1.0,1.0,2.0
C05794,1.0,1.0,2.0
C05795,1.0,1.0,2.0
C05796,1.0,1.0,2.0
C05797,1.0,1.0,2.0
C05798,1.0,1.0,2.0
C05807,1.0,1.0,2.0
C05817,1.0,1.0,2.0
C05819,1.0,1.0,2.0
C05822,1.0,1.0,2.0
C05823,1.0,1.0,2.0
C05824,1.0,1.0,2.0
C05825,2.0,1.0,3.0
C05827,1.0,1.0,2.0
C05828,1.0,1.0,2.0
C05829,1.0,1.0,2.0
C05830,1.0,1.0,2.0
C05831,1.0,1.0,2.0
C05832,1.0,1.0,2.0
C05834,1.0,1.0,2.0
C05835,1.0,1.0,2.0
C05837,1.0,1.0,2.0
C05840,1.0,1.0,2.0
C05841,1.0,1.0,2.0
C05842,1.0,1.0,2.0
C05843,1.0,1.0,2.0
C05844,1.0,1.0,2.0
C05847,1.0,1.0,2.0
C05848,1.0,1.0,2.0
C05849,1.0,1.0,2.0
C05852,1.0,1.0,2.0
C05853,1.0,1.0,2.0
C05856,1.0,1.0,2.0
C05859,1.0,1.0,2.0
C05912,1.0,1.0,2.0
C05913,1.0,1.0,2.0
C05914,1.0,1.0,2.0
C05915,1.0,1.0,2.0
C05916,1.0,1.0,2.0
C05917,1.0,1.0,2.0
C05921,1.0,1.0,2.0
C05922,1.0,1.0,2.0
C05923,1.0,1.0,2.0
C05924,2.0,1.0,3.0
C05925,1.0,1.0,2.0
C05926,1.0,1.0,2.0
C05927,1.0,1.0,2.0
C05931,1.0,1.0,2.0
C05932,1.0,1.0,2.0
C05933,1.0,1.0,2.0
C05936,1.0,1.0,2.0
C05938,1.0,1.0,2.0
C05939,1.0,1.0,2.0
C05941,1.0,1.0,2.0
C05942,1.0,1.0,2.0
C05944,1.0,1.0,2.0
C05945,1.0,1.0,2.0
C05946,1.0,1.0,2.0
C05947,1.0,1.0,2.0
C05949,1.0,1.0,2.0
C05950,1.0,1.0,2.0
C05951,4.0,1.0,5.0
C05952,3.0,1.0,4.0
C05953,2.0,1.0,3.0
C05954,2.0,1.0,3.0
C05955,2.0,1.0,3.0
C05956,3.0,1.0,4.0
C05957,2.0,1.0,3.0
C05958,1.0,1.0,2.0
C05959,1.0,1.0,2.0
C05960,1.0,1.0,2.0
C05961,1.0,1.0,2.0
C05962,1.0,1.0,2.0
C05963,3.0,1.0,4.0
C05964,2.0,1.0,3.0
C05965,3.0,1.0,4.0
C05966,4.0,1.0,5.0
C05973,1.0,1.0,2.0
C05974,1.0,1.0,2.0
C05976,1.0,1.0,2.0
C05977,1.0,1.0,2.0
C05979,1.0,1.0,2.0
C05980,1.0,1.0,2.0
C05981,72.0,1.0,73.0
C05983,1.0,1.0,2.0
C05984,1.0,1.0,2.0
C05989,1.0,1.0,2.0
C05993,2.0,1.0,3.0
C05994,1.0,1.0,2.0
C05995,1.0,1.0,2.0
C05996,1.0,1.0,2.0
C06002,1.0,1.0,2.0
C06010,2.0,1.0,3.0
C06019,1.0,1.0,2.0
C06023,1.0,1.0,2.0
C06027,1.0,1.0,2.0
C06028,1.0,1.0,2.0
C06037,1.0,1.0,2.0
C06038,1.0,1.0,2.0
C06040,1.0,1.0,2.0
C06041,1.0,1.0,2.0
C06042,1.0,1.0,2.0
C06044,1.0,1.0,2.0
C06046,1.0,1.0,2.0
C06047,1.0,1.0,2.0
C06048,1.0,1.0,2.0
C06049,1.0,1.0,2.0
C06050,1.0,1.0,2.0
C06051,1.0,1.0,2.0
C06052,1.0,1.0,2.0
C06054,1.0,1.0,2.0
C06055,1.0,1.0,2.0
C06056,1.0,1.0,2.0
C06058,1.0,1.0,2.0
C06062,1.0,1.0,2.0
C06081,2.0,1.0,3.0
C06108,1.0,1.0,2.0
C06112,1.0,1.0,2.0
C06113,1.0,1.0,2.0
C06118,1.0,1.0,2.0
C06124,8.0,1.0,9.0
C06125,1.0,1.0,2.0
C06126,1.0,1.0,2.0
C06127,1.0,1.0,2.0
C06128,1.0,1.0,2.0
C06142,1.0,1.0,2.0
C06143,1.0,1.0,2.0
C06144,1.0,1.0,2.0
